comment,source,cleaned_comment,final_label
"Sạch sẽ, đầy đủ tiện nghi, hồ bơi sạch sẽ",booking,"sạch_sẽ , đầy_đủ tiện_nghi , hồ bơi sạch_sẽ",positive
"Khách sạn cực kì sạch sẽ và thoáng mát, cô chủ dễ thương, nhiệt tình cực kỳ. Mình rất thích ở đây, tivi còn xem được youtube đồ nữa, có cả nước tắm nóng lạnh rất tiện lợi đối với mình.",booking,"khách_sạn cực_kì sạch_sẽ và thoáng mát , cô chủ dễ_thương , nhiệt_tình cực_kỳ . mình rất thích ở đây , tivi còn xem được youtube đồ nữa , có cả nước tắm nóng lạnh rất tiện_lợi đối_với mình .",positive
"Gần biển, có hồ bơi, xung quanh nhiều tiện ích",booking,"gần biển , có hồ bơi , xung_quanh nhiều tiện_ích",positive
"Khách sạn lớn, chuyên nghiệp, tiện ích, sạch sẽ.",booking,"khách_sạn lớn , chuyên_nghiệp , tiện_ích , sạch_sẽ .",positive
Sạch sẽ. Yên tĩnh. Đủ tiện ích. Nhân viên dễ thương,booking,sạch_sẽ . yên_tĩnh . đủ tiện_ích . nhân_viên dễ_thương,positive
Khu hồ bơi view hướng biển,booking,khu hồ bơi view hướng biển,positive
Sạch sẽ,booking,sạch_sẽ,positive
phòng sạch sẽ,booking,phòng sạch_sẽ,positive
Dưới trung bình,booking,dưới trung_bình,neutral
"Phòng rộng rãi, tiện nghi hiện đại.",booking,"phòng rộng_rãi , tiện_nghi hiện_đại .",positive
Nhân viên phục vụ quá tệ,booking,nhân_viên phục_vụ quá tệ,negative
Lần thứ 2 quay lại. Xung quanh khách sạn nhiều quán xá hơn. Dịch vụ ks thì quá tốt rồi. Sẽ còn quay lại đây.,booking,lần thứ 2 quay lại . xung_quanh khách_sạn nhiều quán_xá hơn . dịch_vụ khách_sạn thì quá tốt rồi . sẽ còn quay lại đây .,positive
"Dịch vụ, tiện ịch đi kèm quá kém",booking,"dịch_vụ , tiện ịch đi kèm quá kém",negative
"Phòng rộng, điều hoà mát sâu.",booking,"phòng rộng , điều_hoà mát sâu .",positive
Có bãi đậu ô tô trong hầm,booking,có bãi đậu ô_tô trong hầm,neutral
Phòng nghỉ có hồ bơi ngay trước mặt khá chill,booking,phòng nghỉ có hồ bơi ngay trước mặt khá chill,positive
"Vị trí tốt, khá yên tĩnh không đông đúc",booking,"vị_trí tốt , khá yên_tĩnh không đông_đúc",positive
Ko thích 👎,booking,không thích,negative
Tiện ra biển và địa điểm cần đến,booking,tiện ra biển và địa_điểm cần đến,positive
"2 vk cô chủ siêu dễ thương, có phòng sớm cho mình nhận sớm, những quân ăn cô chỉ ăn ngon lắm",booking,"2 vk cô chủ siêu dễ_thương , có phòng sớm cho mình nhận sớm , những quân ăn cô chỉ ăn ngon lắm",positive
"Cô chủ vui vẻ, không gian thoáng mát, gần trung tâm",booking,"cô chủ vui_vẻ , không_gian thoáng mát , gần trung_tâm",positive
sạch sẽ thơm tho,booking,sạch_sẽ thơm_tho,positive
"Rất hài lòng về dịch vụ ở đây,cô chủ rất dễ thương và nhiệt tình; phòng sạch sẽ, thoáng mát lại có mùi thơm dịu nhẹ... tóm lại ngoài sức mong đợi...☺️🌻",booking,"rất hài_lòng về dịch_vụ ở đây , cô chủ rất dễ_thương và nhiệt_tình phòng sạch_sẽ , thoáng mát lại có mùi thơm dịu nhẹ ... tóm lại ngoài sức mong_đợi ...",positive
Cô chủ thân thiện,booking,cô chủ thân_thiện,positive
Sạch sẽ gọn gàng chị chủ nhiệt tình lắm ạ,booking,sạch_sẽ gọn_gàng chị chủ nhiệt_tình lắm ạ,positive
"Cô chủ dễ thương, nhiệt tình. Phòng ốc sạch sẽ, chỗ ks đi bộ ra biển gần",booking,"cô chủ dễ_thương , nhiệt_tình . phòng_ốc sạch_sẽ , chỗ khách_sạn đi bộ ra biển gần",positive
gần biển,booking,gần biển,neutral
"Vị trí view biển đẹp, hồ bơi khu vui chơi cho trẻ",booking,"vị_trí view biển đẹp , hồ bơi khu vui_chơi cho trẻ",positive
"Gần biển, xung quanh chỗ ở là 1 khu sầm uất.",booking,"gần biển , xung_quanh chỗ ở là 1 khu sầm_uất .",positive
"Home ở ngay đường võ thị sáu rất dễ tìm, thuận tiện đi lại ở mọi nơi. Phòng ốc sạch sẽ, gọn gàng, đã đến home lần 2 vì sự chỉnh chu của home. Vẫn sẽ quay lại home nếu có dịp ghé đến VT",booking,"home ở ngay đường võ thị sáu rất dễ tìm , thuận_tiện đi_lại ở mọi nơi . phòng_ốc sạch_sẽ , gọn_gàng , đã đến home lần 2 vì sự chỉnh chu của home . vẫn sẽ quay lại home nếu có dịp ghé đến vt",positive
"Không gian yên tĩnh,phòng cách âm tốt,bồn tắm hoà mình thiên nhiên,view phòng đẹp không gian xanh mát,ks trồng rất nhiều cây xanh sáng sớm mở cửa thơm mùi hoa cỏ,thích nhất hồ bơi nước trong rất sạch,không nghe mùi",booking,"không_gian yên_tĩnh , phòng cách_âm tốt , bồn_tắm hoà_mình thiên_nhiên , view phòng đẹp không_gian xanh mát , ks trồng rất nhiều cây_xanh sáng sớm mở_cửa thơm mùi hoa cỏ , thích nhất hồ bơi nước trong rất sạch , không nghe mùi",positive
"Decor đẹp, nhân viên thân thiện",booking,"decor đẹp , nhân_viên thân_thiện",positive
"Phòng gần biển, có thể đi bộ ra không cần xe máy, nhân viên, bảo vệ nhiệt tình, thân thiện, hướng dẫn chu đáo, tận tình. Phòng ốc khá đầy đủ, tiện nghi, cách âm, TV có youtube, netflix đầy đủ. Quá tuyệt vời cho chuyến đi đầu năm mới. Sẽ quay lại lần sau nếu có dịp",booking,"phòng gần biển , có_thể đi bộ ra không cần xe_máy , nhân_viên , bảo_vệ nhiệt_tình , thân_thiện , hướng_dẫn chu_đáo , tận_tình . phòng_ốc khá đầy_đủ , tiện_nghi , cách_âm , tv có youtube , netflix đầy_đủ . quá tuyệt_vời cho chuyến đi đầu năm mới . sẽ quay lại lần sau nếu có dịp",positive
"Nhân viên thân thiện , chỗ ở sạch sẽ , thoáng , di chuyển thuận tiện",booking,"nhân_viên thân_thiện , chỗ ở sạch_sẽ , thoáng , di_chuyển thuận_tiện",positive
Sạch sẽ,booking,sạch_sẽ,positive
Không,booking,không,negative
"Sạch sẽ , gần bãi biển đẹp",booking,"sạch_sẽ , gần bãi biển đẹp",positive
"Gần biển, coo chủ dễ thương",booking,"gần biển , coo chủ dễ_thương",positive
Yên tinh,booking,yên_tinh,positive
Gần biển.,booking,gần biển .,neutral
"Địa điểm thuận tiện đi lại, gần biển và cửa hàng tiện lợi",booking,"địa_điểm thuận_tiện đi_lại , gần biển và cửa_hàng tiện_lợi",positive
khách sạn rất ok,booking,khách_sạn rất tốt,positive
ok chủ ks dễ chịu,booking,tốt chủ_khách_sạn dễ_chịu,positive
Hợp lý,booking,hợp_lý,positive
"Vị trí giáp biển , chủ nhiệt tình , giá bình dân , phòng gọn gàng sạch sẽ . Lần sau mình vẫn sẽ ở đây nếu còn phòng trống . 10 điểm❤️❤️❤️",booking,"vị_trí giáp biển , chủ nhiệt_tình , giá bình_dân , phòng gọn_gàng sạch_sẽ . lần sau mình vẫn sẽ ở đây nếu còn phòng trống . 10 điểm",positive
Tận tình,booking,tận_tình,positive
Địa điểm tiện lợi. Chất lượng tương xứng với giá phòng.,booking,địa_điểm tiện_lợi . chất_lượng tương_xứng với giá phòng .,positive
Gần biển bãi sau. Phục vụ chu đáo dễ tính,booking,gần biển bãi sau . phục_vụ chu_đáo dễ_tính,positive
Ok,booking,tốt,positive
Sạch sẽ và an toàn,booking,sạch_sẽ và an_toàn,positive
Nhân viên nhiệt tình,booking,nhân_viên nhiệt_tình,positive
Vị trí gần biển,booking,vị_trí gần biển,neutral
"Nhiều tiện ích, bể bơi lúc 17h chiều mà nước vẫn ấm áp, tắm rất thích",booking,"nhiều tiện_ích , bể_bơi lúc 17h chiều mà nước vẫn ấm_áp , tắm rất thích",positive
"Ban công nhìn ra biển đẹp, ăn sáng ổn. Nhân viên lịch sự",booking,"ban_công nhìn ra biển đẹp , ăn sáng ổn . nhân_viên lịch_sự",positive
Bãi tắm đẹp.,booking,bãi_tắm đẹp .,positive
"Sạch sẽ, buffe không quá nhiều món nhưng dễ ăn, ngon",booking,"sạch_sẽ , buffe không quá nhiều món nhưng dễ ăn , ngon",positive
"- Khách sạn gần biển, sạch sẽ, sang trọng
- Nhân viên niềm nở, hiếu khách
- Welcome drink mát, ngon
- Dịch vụ cung cấp đầy đủ: spa, thuê xe,....",booking,"- khách_sạn gần biển , sạch_sẽ , sang_trọng - nhân_viên niềm_nở , hiếu_khách - welcome drink mát , ngon - dịch_vụ cung_cấp đầy_đủ spa , thuê xe , ... .",positive
"View khách sạn, lễ tân. Nếu không vì bãi sau đang sửa chữa thì view còn tốt hơn nữa.",booking,"view khách_sạn , lễ_tân . nếu không vì bãi sau đang sửa_chữa thì view còn tốt hơn nữa .",positive
Vị trí,booking,vị_trí,neutral
"Bữa sáng ngon, chất lượng",booking,"bữa sáng ngon , chất_lượng",positive
Thích tuyệt đối,booking,thích tuyệt_đối,positive
Phòng sạch đẹp thoáng tiện nghi,booking,phòng sạch đẹp thoáng tiện_nghi,positive
Vị trí và giá tiền,booking,vị_trí và giá tiền,neutral
"phòng sạch, rộng thoáng",booking,"phòng sạch , rộng thoáng",positive
"Khách sạn sạch sẻ , tiện nghi gần biển , nhân viên ks quá tuyệt vời , vui vẻ thân thiện",booking,"khách_sạn sạch sẻ , tiện_nghi gần biển , nhân_viên khách_sạn quá tuyệt_vời , vui_vẻ thân_thiện",positive
"Sang trọng, thức ăn ngon. Phòng sạch sẽ,",booking,"sang_trọng , thức_ăn ngon . phòng sạch_sẽ ,",positive
Chăm sóc dip lễ chưa chu đáo,booking,chăm_sóc dip lễ chưa chu_đáo,negative
Buffet sáng rất tuyệt,booking,buffet sáng rất tuyệt,positive
"Vị trí khá thuận tiện, phòng ốc tạm được,",booking,"vị_trí khá thuận_tiện , phòng_ốc tạm được ,",positive
Phòng sạch sẽ đẹp,booking,phòng sạch_sẽ đẹp,positive
"Phòng rộng rãi, yên tĩnh, có khu vui chơi cho bé",booking,"phòng rộng_rãi , yên_tĩnh , có khu vui_chơi cho bé",positive
Không gian rất là đẹp,booking,không_gian rất là đẹp,positive
Tuyệt vời,booking,tuyệt_vời,positive
"các bạn nhân viên dễ thương, nhiệt tình",booking,"các bạn nhân_viên dễ_thương , nhiệt_tình",positive
"Bữa sáng ngon, nhiều món. Không gian sang trọng.
Địa điểm tuyệt vời, gần biển, trung tâm thành phố.
Phòng view thành phố tuyệt vời.
Phòng thiết kế khoa học, tận dụng không gian giúp mình cảm thấy rộng rãi. Đặc biệt là thiết kế cửa kéo giữa nhà vệ sinh và phòng chính. Khi cần, mình kéo cửa ra, giúp không gian được giải phóng, rộng rãi.",booking,"bữa sáng ngon , nhiều món . không_gian sang_trọng . địa_điểm tuyệt_vời , gần biển , trung_tâm thành_phố . phòng view thành_phố tuyệt_vời . phòng thiết_kế khoa_học , tận_dụng không_gian giúp mình cảm_thấy rộng_rãi . đặc_biệt là thiết_kế cửa kéo giữa nhà vệ_sinh và phòng chính . khi cần , mình kéo cửa ra , giúp không_gian được giải_phóng , rộng_rãi .",positive
"Phòng rộng rãi, bữa sáng ăn ngon. Vị trí hơi xa biển",booking,"phòng rộng_rãi , bữa sáng ăn ngon . vị_trí hơi xa biển",positive
"Địa điểm gần trung tâm, view nhìn ra thành phố, nhân viên thân thiện.",booking,"địa_điểm gần trung_tâm , view nhìn ra thành_phố , nhân_viên thân_thiện .",positive
Thời gian phục vụ đến 11h. 10h đến thì đã hết món. Rất ít đồ ăn để dùng,booking,thời_gian phục_vụ đến 11h . 10h đến thì đã hết món . rất ít đồ ăn để dùng,negative
"Yên tĩnh, sạch sẽ, thoải mái, an toàn",booking,"yên_tĩnh , sạch_sẽ , thoải_mái , an_toàn",positive
"Phòng sạch sạch sẽ, rộng rãi",booking,"phòng sạch sạch_sẽ , rộng_rãi",positive
"KS SẠCH , Yên tỉnh , thích nhất bạn nhân viên đón khách ngay cửa vào, rất nhiệt tình",booking,"khách_sạn sach , yên_tinh , thich nhât ban nhân_viên đon khach ngay cưa vao , rât nhiêt tinh",positive
"phòng rộng, vị trí đẹp gần ngay biển",booking,"phòng rộng , vị_trí đẹp gần ngay biển",positive
Sạch sẽ,booking,sạch_sẽ,positive
Các bạn lễ tân rất nhiệt tình hỗ trợ để được nhận phòng sớm.,booking,các bạn lễ_tân rất nhiệt_tình hỗ_trợ để được nhận phòng sớm .,positive
"Nhân viên thân thiện, nhiệt tình",booking,"nhân_viên thân_thiện , nhiệt_tình",positive
Trải nghiệm đáng giá cùng gia đình và người thân. Vị trí rất đặc biệt và thú vị.,booking,trải nghiệm đáng_giá cùng gia_đình và người_thân . vị_trí rất đặc_biệt và thú_vị .,positive
"Các bạn nhân viên lễ tân rất thân thiện, view siêu đỉnh, vị trí đẹp",booking,"các bạn nhân_viên lễ_tân rất thân_thiện , view siêu đỉnh , vị_trí đẹp",positive
"Vị trí đẹp, không gian trong phòng lẫn môi trường bên trong khuôn viên khách sạn luôn tạo một cảm giác rất thoải mái và thư giãn cho khách đến lưu trú. Thái độ phục vụ của nhân viên tốt, thân hiện. Rất hài lòng.",booking,"vị_trí đẹp , không_gian trong phòng lẫn môi_trường bên trong khuôn_viên khách_sạn luôn tạo một cảm_giác rất thoải_mái và thư giãn cho khách đến lưu_trú . thái_độ phục_vụ của nhân_viên tốt , thân hiện . rất hài_lòng .",positive
"Dịch vụ tốt, phòng sạch sẽ có hồ bơi, bãi tắm riêng, buffet sáng ngon.",booking,"dịch_vụ tốt , phòng sạch_sẽ có hồ bơi , bãi_tắm riêng , buffet sáng ngon .",positive
"Tuyệt vời. Mọi thứ đều tốt từ nhân viên lễ tân, nv phục vụ. Phòng ốc sạch sẽ, thơm. Dịch vụ tốt",booking,"tuyệt_vời . mọi thứ đều tốt từ nhân_viên lễ_tân , nhân_viên phục_vụ . phòng_ốc sạch_sẽ , thơm . dịch_vụ tốt",positive
Đã ở rất nhiều lần. Ko có vấn đề gì. Sẽ tiế tục ở khi đến Vũng Tàu,booking,đã ở rất nhiều lần . không có vấn_đề gì . sẽ tiế tục ở khi đến vũng_tàu,positive
Phòng ốc sạch sẽ - đẹp,booking,phòng_ốc sạch_sẽ - đẹp,positive
"Vị trí
Dịch vụ",booking,vị_trí dịch_vụ,neutral
"Địa điểm rất tốt, thuận tiện đi lại cả bãi trước và bãi sau",booking,"địa_điểm rất tốt , thuận_tiện đi_lại cả bãi trước và bãi sau",positive
"Ks, phòng sạch đẹp, tiện nghi, nội thất hiện đại
Nhân viên vô cùng dễ thương, nhiệt tình
Chỉ có đồ ăn giá hơi cao
Nói chung tổng thể: tuyệt vời",booking,"ks , phòng sạch đẹp , tiện_nghi , nội_thất hiện_đại nhân_viên vô_cùng dễ_thương , nhiệt_tình chỉ có đồ ăn_giá hơi cao nói_chung tổng_thể tuyệt_vời",positive
